family_name
JABACH
JABACH
JABEEK
JABLÁNCZY DE SZENT-GYÖRGY
JABLANICH
JABLKOWSKI
JABLONOWSKI
JABLONOWSKI
JABLONOWSKI
"JABLONOWSKI (EICHOLTZ- JABLONOWSKI,  WICHOLCZ JABLONOWSKI)"
JABLONSKI
JABLONSKI
JABLONSKI
JABLONSKI
JABLONSKI
JABON
JABORNIG
JACCARD
JACCAUD
JACE (DE)
JACHEWICZ
JACHIER
JACHIMOWCIZ
JACHO
JACIMIRSKI
JACINI
JÄCKEL
JÄCKEL
JACKELI
JÄCKELMANN
JÄCKLIN
JÄCKLIN
JACKOSCH
JACKOWSKI
JACKSON
JACKSON
JACKSON
JACKSON D'ARLSEY
JACKSON DE HICKLETON
JACMIN
JACOB
JACOB
JACOB
JACOB
JACOB
JACOB
JACOB
JACOB ('S)
JACOB DE BROMLEY
JACOB DE HOLLACH
JACOB DE KERJEGU
JACOB DE LA COTTIÈRE
JACOB DE TIGNÉ
JACOB D'EBELSBACH
JACOBAE DE BRUNAU
JACOBÉ DE FRÉMONT
JACOBÉ DE GONCOURT
JACOBÉ DE HAUT
JACOBÉ DE NAUROIS
JACOBÉ DE SOULANGES
JACOBEL (anciennement    JACOBEY)
JACOBET DE MAZIÈRES
JACOBI
JACOBI
JACOBI
JACOBI
JACOBI
JACOBI
JACOBI
JACOBI
JACOBI DE VALLON
JACOBI DE WANGELIN
JACOBI D'EKOLM
JACOBI VON EHRENCRON
JACOBI-KLÖST
JACOBIN (LE)
JACOBJ (DE)
JACOBS
JACOBS
JACOBS
JACOBS
JACOBS
JACOBS
JACOBS
JACOBS
JACOBS
JACOBS
JACOBS DE KANTSTEIN
JACOBSEN
JACOBSEN
JACOBSEN
JACOBSEN
JACOBSEN
JACOBSEN
JACOBSEN
JACOBSKJOLD
JACOBSZ
JACOBY
JACOGNA
JACOGNA
JÁCOME (anciennement JACOBS)
JACOMEL DE CAUVIGNY
JACOMINI
JACOMINI
JACOPI
JACOPS
JACOPS D'AIGREMONT
JACOPS D'AIGREMONT
JACOPS D'ASCQ
JACOPSSEN DE POTTHEM DE FERIVALLE et DE  DANKAERTSEEKE
JACOT
JACOT DE GUILLAMON ou GUILLARMOD
JEANNERET-GRIS
JEANNIN
JEANNIN
JEANNIN DE CASTILLE
JEANNIN DE L'ETOILE
JEANNIN dit CHAMPAGNE
JEANNOT DE BEAUMONT
JEANRENAUD
JEANRICHARD
JEANS (LE)
JEANSEING
JEBB
JECHNER
JECKEL
JECKELMANN
JECKL
JECKLIN
JECKLIN DE HOHENRHEALTA
JEDENLEIDTNER
JEDERLINICH
JEEPMA
JEETZE
JEFFREYS
JÉGADO DE KEROLLAIN
JEGELEN
JEGER
JEGER (DE)
JEGER (DE)
JEGERBAUR
JEGERS
JEGGLIN
JÉGO DE LA PRADONAYE
JÉGOU
JÉGOU
JÉGOU DE KERAMEL
JÉGOU DE KERVILLIE
JÉGOU DE TOULBRINOT
JÉGOU DU LAZ
JÉGOU DU MERDY
JÉGOU DU ROHON
JEGUIE DE LOCMARIA
JEHAIN
JEHAN DE LESLEINOU
JEHAN DE PREISSAC
JEHANNOT
JEHANNOT DE PENQUER
JEHLE AUF DORNESK
JEINSEN
JEJEEBHOY
JEKELFALUSSY DE JEKEL et MARGITHFALVA
JEKERMANS
JELCKEMA
JELEC
JELEC
JELEN
JELENSKI I
JELENSKI II
JELESNOFF
JELGARA
JELGERHUIS
JELGERSMA
JELICICH
JELINSKI
JELITA
JELITA-WOLSKI
JELITOWSKI
JELLACHICH
JELLACHICH DE BUZIM
JELLAUSCHEK DE FICHTENAU
JELLEMA
JELLING
JELLINGA
JELMERA
JELMERA dit DONIA
JELMI
JELN ZUM BACH
JELOWIECKI
JELPI
JELSKI
JELTINGA
JEMEPPE
JEMGUM ou GEMINGEN
JEMMENDINGEN
JEN
JENA
JENA
JENAER
JENAME dit LA BARQUE
JENATSCH
JENCKWITZ
JENDRICHOWSKI
JENDZEIOWICZ
JENE
JENEFELDT
JENETTI DE DAMBEL
JENICHEN
JENICZ
JENIK
JENIK-ZASADSKY
JENIK-ZASADSKY DE GÄMSENDORF
JENISCH
JENISCH
JENISCH
JENISCH
JENISCH D'ILGBURG
JENISON
JENKINSON
JENKINSON DE HAWKESBURY
JENKINSON DE WALTON
JENKO DE JENKENFELD
JENNE (LE) DE HOLKEUX
JENNER
JENNER
JENNER
JENNER DE SEEBECK
JENNER DE SEEBECK
JENNET (DE)
JENNI
JENNIÈRE (DE LA)
JENNIG
JENNINGS
JENNY
JENNYN
JENOURE
JENSEMA
JENSEN
JENSEN
JENSEN
JENSEN
JENSEN
JENSEN
JENSEN
JENSEN
JENSEN
JENSIERSKI
JENSMA
JENSMA
JENSON
JENSSEN
JENSSEN-TUSCH
JENZER
JEOFFROY
JEOFROY
JEPHSON
JEPHSON-NORREYS DE MALLOW
JEPPEMA
JEQUIER
JERALLA
JEREMIA DE JEREMIIS
JEREZ
JERIDON DE SEGRAIS
JERIN
JERLICZ
JERLSTRÖM
JERLY
JERMANOWSKI
JAQUOT
JAQUOT DE ROSEY
JAQUOTOT
JAR
JAR (LE) DE PENANCOËT
JAR (LE) DU BOSCQ
JARACZEWSKI
"JARCK, JARCKEN ou JARCKEN-GUSKOWSKI"
JARCZEWSKI
JARDIN
JARDIN (DU)
JARDIN (DU)
JARDIN (DU)
JARDIN (DU)
JARDIN (DU)
JARDIN (DU)
JARDIN (DU)
JARDIN (DU)
JARDIN (DU) DE HEMSRODE
JARDIN (DU) DE SERAING
JARDIN (DU) VON BERNEBRUCH
JARDINE D'APPLEGIRTH
JARDINS
JARDINS (DES)
JARDINS (DES) DE LAUZON
JARDON
JARET
JARHEIM
JARIE (DE)
JARIGES
JARINGA
JARITZ DE KESTENAU
JARIZ DE SAINT-CHAMOND et ROCHETAILLÉE
JARKOWSKI
JARLA
JARLA
JARLA DE WETSENS
JARLIN
JARMERSTED
JARMOLA
JARMOLINSKI
JARMULT-MLICKI
JARNAGE
JÄRNEFELT (anciennement KIELDUNCK ou  KELDUNCK)
JARNIGAN DE LA HAUTIÈRE
JARNIGAN DU TREGAYEC
JARNO
JARNOUAN DE BEAUROCHER
JARNOWSKI
JAROCHOWSKI
JAROCZEWSKI
JARONOWSKI
JAROSCHIN
JAROSZYNSKI
JAROTZKY
JARRE
JARRE
JARRIEL (LE)
JARRIER
JARRIGE DE LA MORÉLIE
JARRIGE D'ENVAL
JARRY
JARRY
JARRY
JARRYS (DU)
JARRYS (DU) DE LA ROCHE
JARSAN DE MARFERY
JARSDORF
JART (LE)
JARUNTOWSKI
JARZEMBINSKI
JARZEMBOWSKI
JAS
JAS (DE)
JAS (DU) ou DUJAS
JASCHINSKI
JASCZOLA
JASIENCZYK
JASIENICKI I
JASIENICKI II
JASIENSKI
JASIENSKI
JASINSKI
JASINSKI DE DOMBROWKA
JASKI
JASKOLECKI
JASME
JASMUND
JASMUND
JASON
JASPAR
JASSAUD
JASSAUD D'ARQUINVILLIERS
JASSAUD DE THORAME
JASTER
JASTRZEMBIEC
JASTRZEMBIEC DE BOROWSKI
JASTRZEMBSKI
JASTRZEMBSKI
JASZKOWSKI
JASZYNSKI
JATZKOW
JAU
JAU
JAU (DU)
JAUBERT
JAUBERT
JAUBERT
JAUBERT DE SAINT-GELAIS
JAUBINGER
JAUCHE
JAUCHE
JAUCHENBERGER
JAUCOURT
JAUCOURT
JAUCOURT
JAUCOURT (DE)
JAUDT
JAUFFEN
JAULIN
JAULNY
JAULT
JAUMAR DE LA CARRERA
JAUNAY
JAUNIE (DE LA)
JAUNIER
JAUPAIN
JAUPITRE
JAUREGUI
JAUREGUI
JAUREGUIBARRIA
JAUREGUY
JAURÉS
JAUSSELIN DE BRASSAY
JAVEL
JAVEL
JAVELLE
JAVELLE DES GRANGES
JAVELLI
JAVERSY
JAVIN
JAWGIEL
JAWOR
JAWORNICKI
JAWORSKI
JAWORSKI
JAWORSKI
JAXA
JAY
JAY
JAY
JAY (LE)
JAY (LE)
JAY (LE)
JAY (LE) DE BELLEFOND
JAY (LE) DE FLEURIGNY
JAY (LE) DE MAISON-ROUGE
JAYEMA
JAYET
JAYKOWSKI
JAYMART
JAYR
JAZIER
JAZLOWIECKI
JAZWIECKI
JAZWINSKI
JEAN
JEAN
JEAN
JEAN
JEAN
JEAN (DE)
JEAN DE LA GRANDVILLE
JEAN DE LAUNAC
JEAN DE MONJEAN
JEAN DE SAINT-PROYET
JEAN DE VERSAINVILLE
JEAN DU FRESNE
JEAN-BERNAT BARTHÉLEMY DE FERRARI DORIA
JEAN-BERNAT BARTHÉLEMY DE FERRARI DORIA
JEANÉ
JEANFAVRE
JEANHUGUENIN
JEANJAQUET
JEANMAIRE
JEANNEL
JEANNERET
JEANNERET
JEANNERET
JEANNERET
JALINA
JALLANT dit LA CROIX
JALLET
JALLIOT
JALLOT
JALON
JALOWKI
JALOWSKI
JAMAER
JAMAR DE MAILLEN ou DE LIBOIS
JAMAR DE MONFORT
JAMART
JAMART
JAMBERS
JAMBES (DE)
JAMBLINNE
JAMBLINNE DE HENRY
JAMBLINNE DE MEUX
JAMBON
JAMBON DE SAINT-CYR
JAMBOURG DE MONSTRELET
JAMBU (LE)
JAME
JAMENTOWICZ
JAMERAY
JAMÈRE
JAMES
JAMES
JAMES
JAMES (DE)
JAMES DE CRESHALL
JAMES DE LANGLEY-HALL
JAMES DE VILLECARLÉ
JAMES D'ELTHAM
JAMES DU CLOS
JAMETEL (DE)
JAMETEL (DE)
JAMETZ ou JAMAIS
JAMEZ
JAMIN
JAMIN
JAMIN
JAMIN
JAMIN
JAMIN (DE GROOT-JAMIN)
JAMIN DE PARIGNY et DU BOIS
JAMIN DE SERISIER
JAMIN DU FRESNAY
JAMINAYE (DE LA)
JAMINEAU
JAMINSKI
JAMIOLKOWSKI
JAMNITZER
JAMOIGNE
JAMOIS
JAMOLITZ
JAMOMETOVICH
JAMONIÈRE (DE LA)
JAMY
JAN
JAN DE BELLEFONTAINE
JAN DE LA HAMELINAYE
JAN DE LA SAUDRAYE
JANART
JANCKEN
JANCZEWSKI
JANCZEWSKI
JANDIÈRE (DE LA)
JANDIÈRE (DE LA)
JANDO
JANER
JANET
JANETSCHITSCH D'ADLERSHEIM
JANICKE DE PLASTEIN
JANICKI
JANIKOWSKI
JANIKOWSKI
JANILHAC
JANIN
JANIN DE CHASSIGNEULES
JANIN DE COMBE-BLANCHE
JANIN DE GABRIAC
JANINA
JANISZEWSKI
JANISZEWSKI
JANISZEWSKI
JANISZOWSKI ou JANSCHOWSKI
JANITZ
JANKIEWITZ
JANKIEWITZ
JANKOVITZ DE TESZENIÈRES
JANKOWSKI
JANKWITZ DE FREYENFELD
JANLEY
JANLUCHI
JANN
JANNART
JANNART DE MÉDEMANCHE
JANNEQUIN
JANNET DE LEPINAY
JANNETTE
JANNETTE
JANNEWITZ
JANNEY
JÄNNICKE
JANNON
JANNON
JANNOSCHITZ
JANNOT DE COURCHATON
JANNOT ou JEANNOT
JANNUZI
JANOREY
JANORINSKI
JANOWICZ
JANOWITZ
JANOWSKI
JANOWSKI
JANOWSKI
JANOWSKI
JANOWSKI DE JANOWITZ
JANS
JANSDAM ou HEERJANSDAM
JANSELME
JANSEN
JANSEN
JANSEN
JANSEN
JANSEN
JANSENS
JANSENS
JANSKI
JANSKI
JANSON
JANSON DE COUET
JANSON DE JOFFREY
JANSON DE PONTGLAN
JANSON ou JANSSON
JANSON VON DER STOCKH
JANSSEN
JANSSEN
JANSSEN
JANSSENS
JANSSENS
JANSSENS
JANSSENS
JANSSENS
JANSSENS
JANSSENS
JANSSENS D'ALCKMAER
JANSSENS DE BISTHOVEN
JANTA
JANTA-LIPINSKI
JANTA-POLCZYNSKI
JANTET
JANTI
JANTKE
JANTON
JANTZON VAN ERFFRENTEN
JANUA
JANUS D'EBERSTÄDT
JANUSCHOWSKI
JANUSZEWSKI
JANUSZKIEWICZ
JANUSZOWSKI
JANUSZOWSKI I
JANUSZOWSKI II
JANVIER
JANVIER DE LA FAVERIE
JANVIER DE LA MOTTE
JANVIM
JANVRE
JANY
JANZÉ
JAOUEN
JAOUEN DE KEROC'HIC
JAPELLI
JAPPA
JAPPIN
JAQUELIN
JAQUELS DE BRAY
JAQUEMET
JAQUEMIN
JAQUEMOD
JAQUEROD
JAQUET
JAQUET
JAQUET
JAQUET
JAQUET
JAQUET
JAQUET
JAQUET dit BUGNON
JAQUET VON und ZU BÜCHENREUTH
JAQUOT
JOHNSON
JOHNSON
JOHNSON-WALSH DE BALLYKILCAVEN
JOHNSTON
JOHNSTON (VON) und KRÖGEBORN
JOHNSTON DE JOHNSTON
JOHNSTONE DE WESTERHALL
JOHNSTONE D'ELPHINSTONE
JOIBERT
JOIGNE
JOIGNY
JOIGNY DE BELLEBRUNE
JOIGNY DE PAMELE
JOINVILLE
JOIRION
JOISEL
JOITS
JOLA
JOLENS
JOLIF DE LA VIGNE
JOLIOT
JOLIVET
JOLIVET DE TREUSCOAT
JOLLAN ou JOULAIN
JOLLEAU DE SAINT-MAURICE
JOLLES
JOLLIFFE
JOLLIOT
JOLLIS (LE)
JOLLY
JOLLY
JOLLY
JOLLY ou JOLY
JOLY
JOLY
JOLY
JOLY
JOLY
JOLY
JOLY
JOLY
JOLY
JOLY D'AUSSY
JOLY DE BAMMEVILLE
JOLY DE CHOIN
JOLY DE COUËSMANAC'H
JOLY DE FLEURY
JOLY DE LABERRE
JOLY DE MAIZEROY
JOLY DE MARVAL
JOLY DE ROSGRAND
JOLY DE SAILLY
JOLY DE THONON
"JOLY, JOLLY ou JOLIS"
JOLYCLERC
JOLY-FRAISSINET
JOLYT
JOMARD
JOMINI
JOMINI
JONAC
JONAK
JONART
JONART
JONAS
JONAS DE JONASBURG
JONC
JONCG
JONCHÉE
JONCHEERE
JONCHEERE
JONCHEERE (DE)
JONCHÈRES
JONCHÈRES
JONCHIÈRE (DE LA)
JONCHIÈRE (DE ou DE LA)
JONCIS ou DES JONES
JONCKBLOET
JONCKER (DE)
JONCKHEER
JONDRILLAC
JONEMANN
JORDAN
JORDAN
JORDAN
JORDAN
JORDAN
JORDAN
JORDAN
JORDAN
JORDAN
JORDAN
JORDAN AUF WACKERSTEIN
JORDAN D'ALT-PASCHKAU
JORDAN DE CHASSAGNY
JORDAN DE PUYFOLS et JORDAN DE SURY
JORDANS
JORDENS
JORET DES CLOSIÈRES
JÖRG
JÖRGENSEN
JÖRGER
JÖRGER
JÖRGER
JÖRGER
JORIE (DE LA)
JORIS
JORIS
JORISSE dit ROODHOORN
JORMANSDORF
JORNA
JORNITZ
JORRITSMA
JORTS DE FRIBOIS
JORY
JOSCH
JOSEL
JOSEPH
JOSEPH
JOSEPHS
JOSEZ (DE)
JOSIEWSKI
JÓSIKA DE BRANYITSKA
JOSNE (LE)
JOSON
JOSSA
JOSSA
JOSSAUD
JOSSE
JOSSE
JOSSE
JOSSE
JOSSE
JOSSÉ-LAUVRAINS
JOSSELET
JOSSELIN
JOSSELIN
JOSSELIN
JOSSELIN (DE) DE JONG
JOSSERAND
JOSSERAND
JOSSET
JOSSIER DE LA JONCHÈRE
JOSSOM
JOSSON
JOSSOUIN DE VALGORGE
JOST
JOST
JOST
JÖSTEL
JÖSTELSBERG
JOTEYKO
JOU (DE LA)
JOUAN
JOUAN DE KERCASSIER
JOUAN DU MESGOUËZ
JOUANNE
JOUANNIE DE BËTREZO
JOUANNIÈRE (DE LA)
JOUANNIN
JOUARD DE BOUCHEVANNES
JOUAULT
JONEN dit WERDMÜLLER
JONER AUF TETTENWEISS
JONES
JONES D'ALBEMARLIS
JONES DE BOULTIBROOK
JONES DE CRANMER
JONES DE LLANARTH
JONES-BRYDGES
JONG (DE)
JONG (DE)
JONG (DE)
JONG (DE)
JONG (DE)
JONG (DE)
JONG (DE)
JONG (DE)
JONG (DE)
JONG (DE) ou DE JONGH
JONG (DE) VAN BEEK-EN-DONK
JONGBLOET
JONGBLOET
JONGE (DE)
JONGE (DE)
JONGE (DE)
JONGE (DE)
JONGE (DE)
JONGE (DE)
JONGE (DE) VAN BAARTWYK
JONGE (DE) VAN ELLEMEET
JONGE (DE) VAN OOSTERLANDT
JONGE (DE) VAN WERVE ou VAN SCHUYLWERF
JONGE (DE) VAN ZWYNSBERGEN
JONGEJAN
JONGELING
JONGELINX
JONGEMA
JONGEMA
JONGEMA
JONGEMA
JONGEMA
JONGENEEL
JONGESTALL
JONGH (DE)
JONGH (DE)
JONGH (DE)
JONGH (DE)
JONGH (DE)
JONGH (DE)
JONGH (DE)
JONGH (DE)
JONGH (DE)
JONGH (DE)
JONGH (DE)
JONGH (DE) VAN KEERBERGEN
JONGH (DE) VAN PERSYN
JONGH (DE) VAN SON
JONGH(DE) VAN DEN NIEUWENHUYSEN
JONGHE (DE)
JONGHE (DE)
JONGHE (DE)
JONGHE (DE)
JONGHE(DE) D'ARDOYE
JONGIS
JONGKINDT
JONGMAN dit VAN DER AA
JONGSMA
JONK ou DE JONGH
JONKEU
JONKHEYN
JONQUET
JONQUIÈRE ou JONQUÈRES
JONQUIÈRES (anciennement DE DOMPIERRE DE  JONQUIÈRES)
JONS
JONSEMA
JONSEN
JONSON
JONVELLE-SUR-SAÔNE
JOORDENS
JOORIS
JOORIS
JOORIS
JOOS
JOOS DE TER BEERSET
JOOST
JOOSTEN
JOOSTEN
JOOSTENS
JOPPEN
JORCK
JORDÀ
JORDAAN
JORDAENS
JORDAN
JORDAN
JORDAN
JORDAN
JORDAN
JORDAN
JORDAN
JORDAN
JORDAN
JORDAN
JOUBART DE L'ORME
JOUBERE
JOUBERT
JOUBERT
JOUBERT
JOUBERT
JOUBERT
JOUBERT
JOUBERT
JOUBERT
JOUBERT
JOUBERT
JOUBERT DE BRIOLLAY
JOUBERT DE LA BASTIDE
JOUBERT DE LA CHAMPIONNIÈRE
JOUBERT DE LA VERGNE
JOUBERT DU COLLET
JOUBIN DU PLESSIX
JOUENNE
JOUENNE D'ESGRIGNY
JOUERY (DE)
JOUFFRE DE CHABRIGNAC
JOUFFROY (GEOFFROY) DE DAMPIERRE
JOUFFROY (JOUFFREY) DE SAINTE-CÉCILE
JOUFFROY DE GONSANS
JOUFFROY D'ESCHAVANNES
JOUFFROY ou JOFFROY
JOUFFROY OU JOFFROY
JOUFFROY ou JOUFFROI
JOUGLA
JOUGLA
JOUGLA
JOUGLEINS
JOUGONNOUS
JOUGONNOUS (DU)
JOUHAN
