family_name
JOUHAN DE KERMÉRIEN
JOUHAN DE KÉROHIC
JOUHAN DE MESMEUR
JOUHAN DE STERDU
JOUIÈRE (DE LA)
JOUIN
JOUIN DE LA CHÂTEIGNERAYE
JOUINO DU QUISTILLIC
JOULEY
JOULIA
JOUMART
JOUMART DES ACHARDS
JOUNEAUX
JOUR (DU)
JOURDA DE VAUX
JOURDA DE VAUX DE FOLETIER
JOURDAIN
JOURDAIN
JOURDAIN
JOURDAIN
JOURDAIN
JOURDAIN
JOURDAIN DE COUËDOR
JOURDAIN DE KERVERSIC
JOURDAIN DE VILLEMONT
JOURDAIN DE VILLIERS
JOURDAIN DU PELLEM
JOURDAN
JOURDAN DE FLÉE
JOURDAN DE FLEINS
JOURDAN DE LAUNEY
JOURDANT
JOURDE
JOURDEUL
JOURDREN
JOUREAUD
JOURJON ou JOURGEON
JOURNE
JOURNEAULX
JOURNU-AUBERT DE TUSTAL
JOURNY
JOURS
JOURS (DES)
JOUSLARD DE FONTMORT
JOUSMA
JOUSMA DE WIRDAM
JOUSSEAU
JOUSSEAUME
JOUSSELIN
JOUSSELIN DE CONDEST
JOUSSELIN DE LA VALLÉE
JOUSSELIN DE ROCHE
JOUSSELINAYE (DE LA)
JOUSSERANT
JOUSSINEAU DETOURDONNET
JOUTS
JOUVE
JOUVE
JOUVÉ
JOUVEN
JOUVENANCE
JOUVENCEL
JOUVENCEL
JERMANOWSKI
JERMIIN
JERMYN
JERMYN
JERNAUX
JERNINGHAM
JERNLOD
JERNSKIEG
JERNSKIOLD
JERNSKÖLD
JÉRÔME
JERONIMUS
JERPHANION
JERPHANION (DE)
JERPHANION (DE)
JERPHANION (DE)
JERSEY (DE)
JERSING
JÉRUSALEM
JERVIS
JERVIS-WHITE-JERVIS
JERZINGEN
JESCHKI
JESMAN
JESOLO (DE)
JESOR
JESPERSEN
JESS ou JESSEN
JESSÉ
JESSÉ
JESSÉ DE CHARLEVAL
JESSEL DE LADHAM
JESSEN
JESSEN (VON)
JESSEN (VON)
JESSEN-SCHARDEBÖLL
JESSENSKI
JESSIUS
JESSLIN
JESTETTEN
JESTETTEN
JESTIN ou GESTIN
JESU
JESZENSKY DE NAGY-JESZEN
JETHS
JETT ZU MÜNZENBERG
JETTEBRUCH
JETTEHAFVE
JETTMAR
JETZER
JEUCH
JEUCKEMA
JEUCKEMA
JEUDE (DE) VAN HARDINXVELT
JEUDON
JEUDON DE VILLEROCHER
JEUDRY
JEUDY
JEUILLY
JEUNE (LE)
JEUNE (LE)
JEUNE (LE)
JEUNE (LE)
JEUNE (LE)
JEUNE (LE)
JEUNE (LE)
JEUNE (LE) DE BOTIGUÉRY
JEUNE (LE) DE CRÉQUY
JEUNE (LE) DE KERASMONT
JEUNE (LE) DE LA FURJONNIÈRE
JEUNE (LE) DE LA MORLAYE
JEUNE (LE) DE MALHERBE
JEUNE (LE) dit DU BUISSON
JEUNEHOMME
JEVER (VAN)
JEVER (VON)
JEWRCINOFF
JEZ
JEZ
JEZEWSKI
JEZIERSKI
JEZIERSKI
JEZIERSKI
JEZIERSKI
JEZIERSKI
JEZIERSKI
JEZIERSKI
JEZIERZA
JILDERDA
JIRUS
JOACHIM DE JOACHIMSBURG
JOACHIMI
JOAN (JOUAN) DE JONVILLIERS
JOANNET DE SECQUEVILLE
JOANNIN
JOANNIS
JOANNIS
JOARD
JOBAL DE PAGNY
JOBARD
JOBARD DE BRIVANS
JOBART
JOBART
JOBELOT DE MONTUREUX
JOBEN
JOBERT
JOBERT
JOBERT DE SAINT-GEORGES
JOBERT ou JOUBERT
JOBIN
JOBST
JOBST
JOBST
JOCBIEZE (VAN)
JOCELYN
JOCET DE BOIS-MOTTAY
JOCET DE KERVILLART
JOCET DE LA CHERQUETIÈRE
JOCHAM DE JOCHAMSBERG
JOCHENS
JOCHER
JOCHER DE HOHENRAIN
JOCHER D'EGGERSBERG
JÖCHL
JÖCHLINGER DE JÖCHENSTEIN
JOCHMUS DE COTIGNOLA
JOCHNER
JOCKISCH-SCHEUERECK
JOCQUET
JOCQUET
JODAINVILLE
JODE (DE) dit DE JONGHE
JODE (DE) dit DE RYCKE
JODE (DE) ou DUYCK DE JODE
JODEFELD
JODOCI
JODOIGNE
JODRELL
JODZIESZKO
JOEDEN
JOEDEN-KONIECPOLSKI
JOEL DE JOELSON
JOELLE
JOERG
JOEUNE (LE)
JOFFREY
JOFFREY
JOFFREY
JOFFRON
JOFRE
JOFRÉ
"JOFRE (JOFRÉ, JUFRÉ et YUFRE) DE LOAISA"
JOGHEMS
JOGUES
JOHAM DE MUNDOLSHEIM
JOHANNE DE LACARRE DE SAUMERY
JOHANNES
JOHANNIN
JOHANNSDORF
JOHLER
JOHN
JOHN
JOHN
JOHN
JOHN
JOHN DE FREYEND
JOHN VON SCHMITZ-GROLLENBURG
JOHNN (VON)
JOHNSON
JOUVENEL
JOUVENEL (DE) ou JUVENEL
JOUVENEL DES URSINS
JOUVENSTEL
JOUVET
JOUVIOND
JOUW
JOUX
JOUXTENS
JOUY
JOUY
JOUY
JOUY
JOUY
JOUY
JOUY
JOUY
JOUY
JOUYE DES ROCHES
JOVANOVITS
JOVE
JOVENALI ou GIOVENALE
JOVICHE DE SIEGENBURG
JOVIN DES HAYES
JOVINO
JOVIO
JOVITSICH
JOYANT
JOYANT
JOYAULT
JOYBERT
JOYES
JOYEUSE
JOYEUSE
JOYEUSE (DE)
JOYEUX
JUAN
JUAN (DE)
JUARA
JUBERT
JUBERT
JUBIÉ
JUBIER
JUBIN DE KERNIZIEN
JUCH (DU)
JUCH (DU) DE TOULANCOAT
JUCHAULT
JUCHAULT DE LA MORICIÈRE
JUCHEREAU
JUCHNOWICZ
JUCHNOWICZ
JUCHNOWSKI
JUCHTEREN (VAN)
JUCKEMA
JUCKEMA
JUCKEMA
JUCKEMA
JUCKEMA (ou JUCKAMA) DE STIENS
JUCKEMA DE BURMANIA
JUCKER
JUCTERS
JUD
JUD DE BRUCKBERG
JUDDE
"JÜDDEN, JUDEN ou JUDEI"
"JÜDDEN, JUDEN ou JUDEI"
JUDE
JUDELS
JUDENBRETTER DE DAGSHEIM
JUDENDUCK
JUDENKIRCH
JUDENSCHMITT
JUDENSPURG
JUDICI
JUDKIN-FITZGERALD DE LISHEEN
JUDMANN D'AFFECKING
JUDON
JUDYCKI
JUEL
JUEL
JUEL
JUEL
JUEL
JUEL
JUEL-BROCKDORFF
JUEL-WIND
JUER
JUGE
JUGE DE LA CARRELIÈRE
JUGEAIS DE PEYRAC
JUGEL
JUGENICZ DE BOLDEGHEGY
JÜGERT
JUGES (DE)
JUGES DE BRASSAC
JUGES DE FREGEVILLE
JUGHARD
JUGIE (DE LA)
JUGIE (DE LA)
JUGLA
JUGLART
JUGLAT
JUGLET DE LORMAYE
JUGLET DE LORMAYE
JUGON
JUGOSZEWSKI
JUGOVICH
JUHEY
JUIF (LE)
JUIGNÉ
JUIGNÉ
JUIGNÉ
JUILLAC
JUILLY
JULBACH
JULÉMONT
JULEWSKI
JULHIEN
JULIANIS DU ROURET
JULIARD
JULIEN
JULIEN
JULIEN DE JULIANI
JULIEN DE PÉGAYROLLES
JULIEN DE ROQUETAILLADE
JULIEN DE VINEZAC
JULIENNAYS (DE LA)
JULIENNE
JULIENNE DE LA CHAPPELAYE
JULIENNE DU MONCEL
JULIER
JULIERS
JULINL
JULINSKOLD
JULIOTE
JULLIAC ou JUILLAC
JULLIEN
JULLIEN (DE)
JULLIEN DE COURCELLES (et JULLIEN barons  DE FROLOIS)
JULLIEN DE GOUPILLIÈRES
JULLIEN DE LA GUPILLIÉRE
JULLIEN DE PRUNAY
JULLIEN DE VILLENEUVE DU BESSY
JULLIEN DE VIVIER
JULLIEN-CHOMAT
JULLIOT
JULLIOT ou JULHIOT
JULSING
JULSINGA (VAN) ou JULSINGHA
JUMA
JUMEAU (LE) DE KERGARADEC
JUMEL (LE)
JUMELAYE
JUMELAYS (DE LA)
JUMELIÈRE (DE LA)
JUMENTIER (LE)
JUMET
JUMILLA
JUMILLY
JUMONT
JUNAKOVITS
JUNCA (DU)
JUNCK
JUNCKER
JUNCKER
JUNCKER
JUNCKER DE BLUMENBERG
JUNCKERSTORF
JUNCO
JUNCO
JUNCZYK
JUNDANVILLE
JUNDZILL
JUNDZILL
JUNET
JUNG
JUNG
JUNG
JUNG
JUNG
JUNG
JUNG
JUNG DE JUNGENFELS
JUNGBLUT
JUNGBLUTH
JUNGE
JUNGE
JUNGE
JUNGEN (ZUM)
JUNGENDRESS
JÜNGER
JÜNGERMANN
JUNGHOLTZ
JUNGINGEN
JUNGINGEN
JUNGK ZU NÖDA und LINTERBACH
JUNGKENNEN dit MÜNZER DE MOHRENSTAMM
JUNGO
JUNGSCHULTZ
JUNGSCHULTZ DE RÖBERN
JUNGWIRTH
JUNITRAED
JUNIUS
JUNIUS
JUNIUS
JUNIUS
JUNIUS
JUNIUS VAN HEMERT
JUNKER
JUNKER (VON) und BIGATO
JUNKER D'OBER-CONREUTH
JUNOD-CHAUVILLERS
JUNOSZA
JUNOT
JUNQUA
JUNQUIÈRES
JUNTHA
JUNTIBONI
JUNYENT
JUOUX
JUPILLES
JUPP
JUPPLEU
JURA
JURACHA
JURACHA
JURACHA
JURAIN
JURECKI
JURESEN
JUREWICZ
